mapillary_image_id,map_feature_id,all_linked_map_feature_ids,exact_mapillary_taxonomy_label,project_class,sequence_id,capture_timestamp_utc,captured_at_epoch_ms,contributor_id,contributor_name,latitude,longitude,geographic_evidence_india,city_search_area,source_reference,api_retrieval_timestamp_utc,taxonomy_mapping_confidence,independence_group_id,review_status,approved_photograph,acquisition_order,acquisition_status,pixel_download_authorized,selection_basis,attribution_title,attribution_contributor,attribution_source_url,attribution_licence,attribution_text_template,terms_status
469131307708934,1064859994007298,1064859994007298,regulatory--no-left-turn--g1,no_left_turn,IxX3LSpSCAysokbuZMYp_A,2017-12-29T04:59:20+00:00,1514523560680,108127371422794,indusanthosh,10.5236223,76.2096543,"Curated interior coordinate centred on Thrissur, India",Thrissur,https://www.mapillary.com/app/?pKey=469131307708934,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00001,metadata_only_not_reviewed,no,1,proposed_metadata_only,no,"All catalogued no_left_turn candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 469131307708934,indusanthosh,https://www.mapillary.com/app/?pKey=469131307708934,CC BY-SA (version to verify at download time),Mapillary image 469131307708934 by indusanthosh; source https://www.mapillary.com/app/?pKey=469131307708934; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
174860931095104,832190607406523,832190607406523,regulatory--no-left-turn--g2,no_left_turn,UgDdD_DIt5OOqMdPj0yzIw,2017-09-28T09:04:03+00:00,1506589443136,107202001513219,planemad,12.9740343,77.6110561,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=174860931095104,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00002,metadata_only_not_reviewed,no,2,proposed_metadata_only,no,"All catalogued no_left_turn candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 174860931095104,planemad,https://www.mapillary.com/app/?pKey=174860931095104,CC BY-SA (version to verify at download time),Mapillary image 174860931095104 by planemad; source https://www.mapillary.com/app/?pKey=174860931095104; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
764382310086494,1211117807761377,1211117807761377,regulatory--no-left-turn--g2,no_left_turn,1zJ6y0KrLbwIc87gjYXqQP,2026-04-01T06:02:57+00:00,1775023377091,1226028326356068,jegadeeshcumta,13.0787389,80.2520290,"Non-overlapping outer urban tile around Chennai, India; excludes the r07 centre box",Chennai outer tile,https://www.mapillary.com/app/?pKey=764382310086494,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00003,metadata_only_not_reviewed,no,3,proposed_metadata_only,no,"All catalogued no_left_turn candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 764382310086494,jegadeeshcumta,https://www.mapillary.com/app/?pKey=764382310086494,CC BY-SA (version to verify at download time),Mapillary image 764382310086494 by jegadeeshcumta; source https://www.mapillary.com/app/?pKey=764382310086494; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
179968547311381,1383642135341383,1383642135341383,regulatory--no-left-turn--g2,no_left_turn,yBKYRQK5NkQJ41V8cSHxHQ,2015-02-25T08:29:50+00:00,1424852990000,100389518872733,lxbarth,12.9748840,77.6085320,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=179968547311381,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00005,metadata_only_not_reviewed,no,4,proposed_metadata_only,no,"All catalogued no_left_turn candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 179968547311381,lxbarth,https://www.mapillary.com/app/?pKey=179968547311381,CC BY-SA (version to verify at download time),Mapillary image 179968547311381 by lxbarth; source https://www.mapillary.com/app/?pKey=179968547311381; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1670608077694340,1419110073233719,1419110073233719,regulatory--no-left-turn--g2,no_left_turn,9S8hvLpg4m1X2aFjIBy7WY,2026-05-02T04:47:58+00:00,1777697278648,106724622478113,WPStan,19.0587670,72.8633833,"Non-overlapping outer urban tile around Mumbai, India; excludes the r07 centre box",Mumbai outer tile,https://www.mapillary.com/app/?pKey=1670608077694340,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00007,metadata_only_not_reviewed,no,5,proposed_metadata_only,no,"All catalogued no_left_turn candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1670608077694340,WPStan,https://www.mapillary.com/app/?pKey=1670608077694340,CC BY-SA (version to verify at download time),Mapillary image 1670608077694340 by WPStan; source https://www.mapillary.com/app/?pKey=1670608077694340; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
798490620781085,146715147422922,146715147422922,regulatory--no-left-turn--g2,no_left_turn,QYWOvBbxU3de1I48bzu9rw,2015-05-09T09:14:43+00:00,1431162883251,100389518872733,lxbarth,12.9865270,77.5914110,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=798490620781085,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00011,metadata_only_not_reviewed,no,6,proposed_metadata_only,no,"All catalogued no_left_turn candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 798490620781085,lxbarth,https://www.mapillary.com/app/?pKey=798490620781085,CC BY-SA (version to verify at download time),Mapillary image 798490620781085 by lxbarth; source https://www.mapillary.com/app/?pKey=798490620781085; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
484014362943238,1508384892703449,1508384892703449,regulatory--no-left-turn--g2,no_left_turn,QYWOvBbxU3de1I48bzu9rw,2015-05-09T09:16:11+00:00,1431162971188,100389518872733,lxbarth,12.9834020,77.5951880,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=484014362943238,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00013,metadata_only_not_reviewed,no,7,proposed_metadata_only,no,"All catalogued no_left_turn candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 484014362943238,lxbarth,https://www.mapillary.com/app/?pKey=484014362943238,CC BY-SA (version to verify at download time),Mapillary image 484014362943238 by lxbarth; source https://www.mapillary.com/app/?pKey=484014362943238; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1425254547810878,1678484082539159,1678484082539159,regulatory--no-left-turn--g2,no_left_turn,nFaPdZQ_9ggWLGfDoYlNWQ,2018-01-23T16:27:10+00:00,1516724830000,101235428790074,venkanna37,12.9539931,77.5910864,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1425254547810878,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no,8,proposed_metadata_only,no,"All catalogued no_left_turn candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1425254547810878,venkanna37,https://www.mapillary.com/app/?pKey=1425254547810878,CC BY-SA (version to verify at download time),Mapillary image 1425254547810878 by venkanna37; source https://www.mapillary.com/app/?pKey=1425254547810878; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
2753256321653696,196759908934304,196759908934304,regulatory--no-left-turn--g2,no_left_turn,HbJ1OaxQLLjmjZ7tUixLbA,2018-01-23T16:15:35+00:00,1516724135000,101235428790074,venkanna37,12.9564581,77.5768131,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=2753256321653696,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00016,metadata_only_not_reviewed,no,9,proposed_metadata_only,no,"All catalogued no_left_turn candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 2753256321653696,venkanna37,https://www.mapillary.com/app/?pKey=2753256321653696,CC BY-SA (version to verify at download time),Mapillary image 2753256321653696 by venkanna37; source https://www.mapillary.com/app/?pKey=2753256321653696; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1274391294499041,2056217061838679,2056217061838679,regulatory--no-left-turn--g2,no_left_turn,doXFjK0Shsn1tHWPvOaIM2,2026-01-19T05:57:22+00:00,1768802242025,1390940191591088,Absawant,18.5073023,73.8537229,"Non-overlapping outer urban tile around Pune, India; excludes the r07 centre box",Pune outer tile,https://www.mapillary.com/app/?pKey=1274391294499041,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no,10,proposed_metadata_only,no,"All catalogued no_left_turn candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1274391294499041,Absawant,https://www.mapillary.com/app/?pKey=1274391294499041,CC BY-SA (version to verify at download time),Mapillary image 1274391294499041 by Absawant; source https://www.mapillary.com/app/?pKey=1274391294499041; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
